db_name,canonical_name,lat,long,checked
6480 BENVENUE AVE,"6480 Benvenue Ave, Oakland, CA 94618, USA",37.853096,-122.253477,
119 MORGAN HALL,"Morgan Hall, Berkeley, CA 94720, USA",37.8733142,-122.2642064,
DWIGHT / PIEDMONT,"Dwight Way & Piedmont Ave, Berkeley, CA 94704, USA",37.8659016,-122.251239,
GARDNER CONSTRUCTION SITE,"Berkeley, CA, USA",37.8715926,-122.272747,
1810 ALEMEDA,"1810 The Alameda, Berkeley, CA 94709, USA",37.8842129,-122.2744238,
CAMPUS SHUTTLE,"Berkeley Unified School District, 2134 M.L.K. Jr Way, Berkeley, CA 94704, USA",37.8692504,-122.272918,
UNIT 3 SPENS BLK,"Spens-Black Hall, #3, Berkeley, CA 94704, USA",37.8671726,-122.2603606,
2465 TELEGRAPH AVE,"2465 Telegraph Ave, Berkeley, CA 94704, USA",37.8656935,-122.2585471,
696 LIFE SCIENCE ADDITION,"Life Sciences Addition, Berkeley, CA 94720, USA",37.8713948,-122.2632527,
UPPER RIM,"Stadium Rim Way, Berkeley, CA, USA",37.8722193,-122.2512802,
YOSEMITE,"Yosemite Rd, Berkeley, CA 94707, USA",37.8964461,-122.2783364,
GOODING S/OHLONE,"Ohlone Ave & Gooding Way, Albany, CA 94706, USA",37.8853738,-122.3018541,
UNIV W ACTON,"Acton St, Berkeley, CA, USA",37.8764021,-122.2849962,
DWI COLL,"Berkeley, CA, USA",37.8715926,-122.272747,
BETCHEL HALL,"Berkeley, CA, USA",37.8715926,-122.272747,
CHAN/SHAT,"Berkeley, CA, USA",37.8715926,-122.272747,
DWIGHT REGENT,"Regent St, Berkeley, CA, USA",37.8593142,-122.2569974,
DWI/E ELLSWORTH,"Dwight Way & Ellsworth St, Berkeley, CA 94704, USA",37.8645391,-122.2629878,
2550 TELEGRAPH AV,"2550 Telegraph Ave, Berkeley, CA 94704, USA",37.8643947,-122.2587638,
TELEGRAPH/PRINCE,"Telegraph Ave & Prince St, Berkeley, CA 94705, USA",37.8538951,-122.2599433,
STRADA CAFE,"Berkeley, CA, USA",37.8715926,-122.272747,
850 BRYANT,"Bryant Ave, Oakland, CA 94618, USA",37.8388519,-122.250721,
2575 LE CONTE AVE,"2575 Le Conte Ave, Berkeley, CA 94709, USA",37.877364,-122.25927,
S/S STEPHENS HALL,"Stephens Hall, Berkeley, CA 94720, USA",37.8712636,-122.2575921,
2333 CHANNING WAY,"2333 Channing Way, Berkeley, CA 94704, USA",37.86675,-122.262074,
BPD JAIL,None,None,None,
594 63RD ST,None,None,None,
BOWDITCH / HASTE,"Haste St & Bowditch St, Berkeley, CA 94704, USA",37.8663193,-122.2563434,
TELE AND DWIGHT,"Telegraph Ave & Dwight Way, Berkeley, CA 94704, USA",37.8651365,-122.2584315,
ADDISON W/MLK,"M.L.K. Jr Way & Addison St, Berkeley, CA 94704, USA",37.8705876,-122.272894,
2500 RIDGE RD,"2500 Ridge Rd, Berkeley, CA 94709, USA",37.8761823,-122.2590963,
HAAS BUSINESS SCHOOL MINOR,"Berkeley, CA, USA",37.8715926,-122.272747,
HEARST AVE,"Hearst Ave, Berkeley, CA, USA",37.8724805,-122.279548,
FREMONT CA,"Berkeley Common, Fremont, CA 94536, USA",37.563778,-121.9780565,
DANA/CHANNING,"Channing Way & Dana St, Berkeley, CA 94704, USA",37.8666209,-122.2610857,
3220 DWINELLE HALL,"Dwinelle, South Dr, Berkeley, CA 94720, USA",37.87077,-122.2605773,
2401 TELEGRAPH AVE,"2401 Telegraph Ave, Berkeley, CA 94704, USA",37.8667575,-122.2585617,
HILGARD/EUCLID,"Euclid Ave & Hilgard Ave, Berkeley, CA 94709, USA",37.8786325,-122.2608912,
OCTAGAN BR,"North Branch Berkeley Public Library, 1170 The Alameda, Berkeley, CA 94707, USA",37.8854307,-122.2754021,
BLAKE W TELE,None,None,None,
10TH / HARRISON,"10th St & Harrison St, Berkeley, CA 94710, USA",37.8820326,-122.2975456,
RED OAK/JACKSON,"Jackson St & Red Oak Ave, Albany, CA 94706, USA",37.8832459,-122.3002818,
CENTENNIAL/GP,"Berkeley, CA, USA",37.8715926,-122.272747,
52ND AND WEST,"52nd St & West St, Oakland, CA 94608, USA",37.8371118,-122.2692867,
CREDIT UNION,"Building 202, 850 Avenue H, San Francisco, CA 94130, USA",37.8269279,-122.3703632,
UNIVERSITY/SHATTUCK,"University Ave & Shattuck Ave, Berkeley, CA 94704, USA",37.8721732,-122.2678009,
CHANNING COLLEGE,"Berkeley, CA, USA",37.8715926,-122.272747,
2200 BLOCK PIEDMONT,"2200 Piedmont Ave, Berkeley, CA 94720, USA",37.8725495,-122.2537631,
FULTON S KITTREDGE,"Fulton St:Kittredge St, Berkeley, CA 94704, USA",37.868828,-122.266165,
2395 PIEDMONT AVE,"2395 Piedmont Ave, Berkeley, CA 94704, USA",37.868105,-122.251502,
TREASURE ISLAND,"Treasure Island, San Francisco, CA, USA",37.8235515,-122.370648,
LBNL-LOT D,"University of California Museum of Paleontology, Naval Architects Building, Berkeley, CA 94720, USA",37.8749916,-122.2590523,
BOWD HAST,"Berkeley, CA, USA",37.8715926,-122.272747,
EL CERRITO BART STATION,"BART, El Cerrito, CA 94530, USA",37.9085785,-122.3038422,
2521 REGENT,"2521 Regent St, Berkeley, CA 94704, USA",37.864431,-122.257355,
7TH/GRAYSON,"7th St & Grayson St, Berkeley, CA 94710, USA",37.8552983,-122.2924761,
UNI W SAC,"Sacramento St, Berkeley, CA, USA",37.8762624,-122.2826849,
CONTRA COSTA COUNTY SO,"Berkeley, CA, USA",37.8715926,-122.272747,
GERMANY,"UC Berkeley-Department of German, 5319 Dwinelle Hall, Berkeley, CA 94720, USA",37.8711228,-122.2608751,
N CHEIT/LEWIS HALL,"Berkeley, CA, USA",37.8715926,-122.272747,
BOW/DUR,None,None,None,
2345 CHANNING,None,None,None,
HEARST MILVIA,"Berkeley, CA, USA",37.8715926,-122.272747,
LBNL 72,"University of California Museum of Paleontology, Naval Architects Building, Berkeley, CA 94720, USA",37.8749916,-122.2590523,
STEAM TRAIN LOT,"Berkeley, CA, USA",37.8715926,-122.272747,
DWIGHT/E TELE,"Telegraph Ave & Dwight Way, Berkeley, CA 94704, USA",37.8651365,-122.2584315,
2421 PROSPECT,"2421 Prospect St, Berkeley, CA 94704, USA",37.8668286,-122.2494513,
10TH/MONROE,"10th St & Monroe St, Albany, CA 94706, USA",37.8843879,-122.2982971,
2650 DURANT AVE,"2650 Durant Ave, Berkeley, CA 94720, USA",37.8679425,-122.2549152,
UC DANCE STUDIO,"Berkeley, CA, USA",37.8715926,-122.272747,
2229 WARD,"2229 Ward St, Berkeley, CA 94705, USA",37.860212,-122.263047,
BERKELEY WAY / WALNUT,"Berkeley Way & Walnut St, Berkeley, CA 94704, USA",37.8732542,-122.2670393,
CENTENNIEL RIM WAY,"Berkeley, CA, USA",37.8715926,-122.272747,
BROADWAY IN OAKLAND,"Broadway, Oakland, CA, USA",37.8404984,-122.248617,
HAAS PAVILION TICKET OFFICE,"Berkeley, CA, USA",37.8715926,-122.272747,
S DW HALL,"Berkeley, CA, USA",37.8715926,-122.272747,
SHATTUCK VINE,"Shattuck Av:Vine St, Berkeley, CA 94709, USA",37.88032,-122.269455,
DANA S/BANCROFT,"Bancroft Way & Dana St, Berkeley, CA 94720, USA",37.8684357,-122.2614604,
2696 SONOMA WAY PINOLE,"Berkeley, CA, USA",37.8715926,-122.272747,
U HALL WEST LOT,"Berkeley, CA, USA",37.8715926,-122.272747,
120 BOALT HALL,"University of California Museum of Paleontology, Naval Architects Building, Berkeley, CA 94720, USA",37.8749916,-122.2590523,
BERKELEY WAY LOT,"Lot D, Berkeley, CA 94720, USA",37.878108,-122.2528772,
2738 PARKER,"2738 Parker St, Berkeley, CA 94704, USA",37.863801,-122.251901,
BANC / BOWDITCH,"Bancroft Way & Bowditch St, Berkeley, CA 94704, USA",37.8690034,-122.2568986,
2999 GLASCOCK ST,"University of Ca-Berkeley, 2999 Glascock St, Oakland, CA 94601, USA",37.7713509,-122.2322528,
2521 CHANNING,"2521 Channing Way, Berkeley, CA 94704, USA",37.8672348,-122.2578788,
GROVE / CENTER ST BR,"M.L.K. Jr Way & Center St, Berkeley, CA 94704, USA",37.8696915,-122.2727922,
SHAT/ALLSTON,"Berkeley, CA, USA",37.8715926,-122.272747,
52 DWINELLE HALL,"Dwinelle, South Dr, Berkeley, CA 94720, USA",37.87077,-122.2605773,
DUR BOW,"Bowditch St, Berkeley, CA, USA",37.8672098,-122.2565217,
2305 DERBY,"2305 Derby St, Berkeley, CA 94705, USA",37.861217,-122.262036,
CHANN E/O DANA,"Channel Church, 2407 Dana St, Berkeley, CA 94704, USA",37.866141,-122.260779,
1801 WALNUT,None,None,None,
OHLONE / JACKSON LOT E,None,None,None,
2400 BAN,"Berkeley, CA, USA",37.8715926,-122.272747,
UNIVERSITY/SAN PABLO,"San Pablo Ave & University Ave, Berkeley, CA 94702, USA",37.8690521,-122.2921723,
WITTER FIELD SERGE BLDG 4,"Berkeley, CA, USA",37.8715926,-122.272747,
DWIGHT-ELLSWORTH,"Berkeley, CA, USA",37.8715926,-122.272747,
BANCROFT / ELLSWORTH,"Bancroft Way & Ellsworth St, Berkeley, CA 94704, USA",37.8681263,-122.2637263,
UNIT 1-SLOTTMAN,"Slottman Hall, #1, Berkeley, CA 94704, USA",37.867555,-122.2552224,
WISCONSIN,"Berkeley, CA, USA",37.8715926,-122.272747,
2345 CHANNING ST,"2345 Channing Way, Berkeley, CA 94704, USA",37.8670075,-122.2615463,
416 1/2 MCAULEY ST,"416 McAuley St, Oakland, CA 94609, USA",37.8460585,-122.2571243,
PIEDMONT DURANT,"Durant Ave, Berkeley, CA 94704, USA",37.8675165,-122.2612739,
CHAN-STR C,"Channing Way, Berkeley, CA, USA",37.8648835,-122.2745796,
PARIS,"Berkeley Rd, Detroit, MI 48221, USA",42.4336095,-83.1389499,
2531 CHANNING WAY,"2531 Channing Way, Berkeley, CA 94704, USA",37.8671119,-122.2573868,
2614 DANA,"2614 Dana St, Berkeley, CA 94704, USA",37.862473,-122.2602664,
ALAMEDA CO,"Berkeley, CA, USA",37.8715926,-122.272747,
2527 HILLEGESS,"2527 Hillegass Ave, Berkeley, CA 94704, USA",37.864328,-122.256165,
2434 PROSPECT,"2434 Prospect St, Berkeley, CA 94704, USA",37.86677,-122.249977,
RED OAK/WESTEND WAY,"Red Oak Ave & West End Way, Albany, CA 94706, USA",37.8831397,-122.3041699,
DWIGHT AND HILLEGAS,"Dwight Way & Hillegass Ave, Berkeley, CA 94704, USA",37.8653753,-122.2565035,
2514 BENVENUE,"2514 Benvenue Ave, Berkeley, CA 94704, USA",37.864747,-122.2555209,
2430 CHILTON,"2430 Chilton Way, Berkeley, CA 94704, USA",37.8640583,-122.2595476,
2412 PIEDMONT,"2412 Piedmont Ave, Berkeley, CA 94704, USA",37.867098,-122.252295,
PIED DUR,"Durant Ave, Berkeley, CA 94704, USA",37.8675165,-122.2612739,
LBNL-50-A,"University of California Museum of Paleontology, Naval Architects Building, Berkeley, CA 94720, USA",37.8749916,-122.2590523,
18 SUNNYSIDE LN,"18 Berkeley Way, San Francisco, CA 94131, USA",37.7389819,-122.4370958,
2450 TELEGRAPH AV,"2450 Telegraph Ave, Berkeley, CA 94704, USA",37.8660118,-122.2586437,
SIERRA FIELD RESEARCH STATION,"Berkeley, CA, USA",37.8715926,-122.272747,
BELROSE S DERBY,"Berkeley, CA, USA",37.8715926,-122.272747,
MOTCO,"Berkeley, CA, USA",37.8715926,-122.272747,
WHITTER FIELD,"Berkeley, CA, USA",37.8715926,-122.272747,
CKC-18,"Clark Kerr Campus, 2602 Warring St, Berkeley, CA 94720, USA",37.8641271,-122.2503106,
SHATTUCK-UNIV,"University Av:Shattuck Av, Berkeley, CA 94704, USA",37.872201,-122.268776,
SAN FRANCSICO,"Berkeley, CA, USA",37.8715926,-122.272747,
SCENIC/HEARST,"Hearst Ave & Scenic Ave, Berkeley, CA 94709, USA",37.8748538,-122.2621365,
UNIV W OF 10,"10th St, California, USA",37.8761571,-122.2956255,
BELMONT CA,None,None,None,
140 UNIVERSITY HALL,None,None,None,
2508 BENVENUE,None,None,None,
2590 BANCROFT,"2590 Bancroft Way, Berkeley, CA 94704, USA",37.868689,-122.25711,
220 HEARST GYM,"Hearst Memorial Gymnasium, Berkeley, CA 94720, USA",37.869336,-122.257464,
1519 HEARST AVE,"1519 Hearst Ave, Berkeley, CA 94703, USA",37.872542,-122.281191,
LBNL- J LOT,"University of California Museum of Paleontology, Naval Architects Building, Berkeley, CA 94720, USA",37.8749916,-122.2590523,
2328 TELEGRAPH AV,"2328 Telegraph Ave, Berkeley, CA 94704, USA",37.8681454,-122.2592923,
LBNL 70A,"University of California Museum of Paleontology, Naval Architects Building, Berkeley, CA 94720, USA",37.8749916,-122.2590523,
2526 - 67TH AVE,"2526 67th St, Emeryville, CA 94608, USA",37.8483362,-122.2946765,
COLLE N HASTE,"College Ave @ Haste Street, Berkeley, CA 94720, USA",37.866707,-122.2542,
CEN BOTANICAL GARDENS,"Berkeley, CA, USA",37.8715926,-122.272747,
BANCROFT/TELEGRAPH AVE,"Telegraph Ave & Bancroft Way, Berkeley, CA 94704, USA",37.8687287,-122.2591604,
515 WEST END WY,"West End Way, Albany, CA 94706, USA",37.8838859,-122.3050819,
2420 SHATTUCK AV,"2420 Shattuck Ave, Berkeley, CA 94704, USA",37.865292,-122.2678981,
0 WELLMAN BIC,"Berkeley, CA, USA",37.8715926,-122.272747,
2312 FULTON ST,"2312 Fulton St, Berkeley, CA 94704, USA",37.8671529,-122.2659501,
800 RED OAK,"800 Red Oak Ave, Albany, CA 94706, USA",37.8830619,-122.3025834,
8TH/ VIRGINIA,"Virginia St & 8th St, Berkeley, CA 94710, USA",37.872771,-122.2968972,
BOWDITCH BANCROFT,"Hearst Memorial Gym: Bancroft Way @ Bowditch, Berkeley, CA 94720, USA",37.869055,-122.256951,
U HALL,"S Hall Rd, Berkeley, CA, USA",37.8719724,-122.2583323,
STEAM PLANT,"Berkeley, CA, USA",37.8715926,-122.272747,
1621 LA LOMA AV,"1621 La Loma Ave, Berkeley, CA 94709, USA",37.8795689,-122.25741,
EVERETT AND JONES,"Berkeley, CA, USA",37.8715926,-122.272747,
DWIGHT WARRING,"Berkeley, CA, USA",37.8715926,-122.272747,
JACK N MON,"Berkeley, CA, USA",37.8715926,-122.272747,
CHAN BOWDITCH,"Channing-Bowditch Apartments, 2535 Channing Way, Berkeley, CA 94704, USA",37.8673656,-122.2573096,
2001 ADDISON ST,"2001 Addison St, Berkeley, CA 94704, USA",37.871005,-122.270361,
2280 FULTON ST,"2280 Fulton St, Berkeley, CA 94704, USA",37.8682342,-122.2661997,
BAN/WAR,"Berkeley, CA, USA",37.8715926,-122.272747,
PARKER / COLLEGE,"College Ave & Parker St, Berkeley, CA 94704, USA",37.8636146,-122.2536932,
4925 MCDONALD AVE - PLANET FITNESS,"Berkeley, CA, USA",37.8715926,-122.272747,
FULTON/ N BANCROFT,"Bancroft Way & Fulton St, Berkeley, CA 94704, USA",37.8678341,-122.2658836,
HEARST/CX,"Berkeley, CA, USA",37.8715926,-122.272747,
OXF ALLS,"All Nations Church-Christ Hlnss, Berkeley, CA 94703, USA",37.8525,-122.2677778,
1524 MARY PLACE,"1524 Berkeley Pl, Coquitlam, BC V3C 4M7, Canada",49.2689471,-122.7967101,
BANCROFT\FULTON LOT,"Bancroft /Fulton Parking Lot, Berkeley, CA 94704, USA",37.8675781,-122.2651172,
GRINNELL PATH/W,None,None,None,
BANC AND BOWD,None,None,None,
MEMORIAL STADIUM TRAILER #2,"Berkeley, CA, USA",37.8715926,-122.272747,
2528 WARRING ST,"2528 Warring St, Berkeley, CA 94704, USA",37.864739,-122.2507,
CHANNING CIRCLE,"Channing Way, Berkeley, CA, USA",37.8648835,-122.2745796,
725 WARFIELD AVE OAKLAND,"725 Warfield Ave, Oakland, CA 94610, USA",37.812064,-122.2457901,
CHAN/COL,"College Ave & Channing Way, Berkeley, CA 94704, USA",37.8674951,-122.2542489,
145 MULFORD HALL,"Mulford Hall, Berkeley, CA 94720, USA",37.8726096,-122.2644811,
BUCH-SAN PABLO,"Berkeley, San Pablo, CA 94806, USA",37.9999768,-122.3255965,
TELE / S ASHBY,"Ashby Ave & Telegraph Ave, Berkeley, CA 94705, USA",37.8561771,-122.2597288,
TAHOE,"Tahoe Pl, El Cerrito, CA 94530, USA",37.9009804,-122.2964273,
7257 SKYLINE BLVD OAK,"Oak St, Berkeley, CA 94708, USA",37.8877566,-122.2644966,
CKC / SPORTS LANE,"Clark Kerr Campus, 2602 Warring St, Berkeley, CA 94720, USA",37.8641271,-122.2503106,
DWI BENVENUE,"Berkeley, CA, USA",37.8715926,-122.272747,
200 MINOR HALL,"Minor Hall, Berkeley, CA 94720, USA",37.8714283,-122.2547013,
BENVENUE/DWIGHT,"Dwight Way & Benvenue Ave, Berkeley, CA 94704, USA",37.8655545,-122.2551619,
2425 BLAKE,"2425 Blake St, Berkeley, CA 94704, USA",37.864367,-122.259286,
WASHINGTON D.C.,"Washington Ave, Berkeley, CA, USA",37.8928601,-122.2869666,
BANWAY LOT,"Berkeley, CA, USA",37.8715926,-122.272747,
GOODING WAY,"Gooding Way, Albany, CA 94706, USA",37.8844641,-122.3015418,
TULLYS,"Berkeley, CA, USA",37.8715926,-122.272747,
PLEASANT HILL,"Pleasant Valley Ave, Oakland, CA 94611, USA",37.831338,-122.2486538,
1100 BLK SAN PABLO,"1100 San Pablo Ave, Albany, CA 94706, USA",37.8838348,-122.296895,
PIEDMONT / DWIGHT,"Dwight Way & Piedmont Ave, Berkeley, CA 94704, USA",37.8659016,-122.251239,
360 MINOR,"Minor Hall, Berkeley, CA 94720, USA",37.8714283,-122.2547013,
2539 DURANT,"2539 Durant Ave, Berkeley, CA 94704, USA",37.868312,-122.257299,
DURANT/ W TELE,"Telegraph Ave & Durant Ave, Berkeley, CA 94704, USA",37.867814,-122.2589767,
2931 DWIGHT WAY,"2931 Dwight Way, Berkeley, CA 94720, USA",37.8660859,-122.2481945,
N HWY 101 AT ATHERTON,"Berkeley, CA, USA",37.8715926,-122.272747,
TELE/WARD,"Telegraph Ave & Ward St, Berkeley, CA 94705, USA",37.8604529,-122.259031,
W/UNIVERSITY DR,"University Ave & West Street, Berkeley, CA 94702, USA",37.8697709,-122.2865385,
UNIT 1,"Berkeley, Campanile Way, Berkeley, CA 94720, USA",37.8717707,-122.258606,
2134 ALLSTON WAY,"2134 Allston Way, Berkeley, CA 94704, USA",37.869347,-122.266785,
SOUTHERN CALIFORNIA,"Southern Praying Mantis Kung fu - Berkeley, California, 1640 University Ave, Berkeley, CA 94703, USA",37.870662,-122.2788982,
MARIN CO,"Berkeley Ave, San Anselmo, CA 94960, USA",37.9898385,-122.5722173,
CENTER W OXFORD,"Berkeley, CA, USA",37.8715926,-122.272747,
2421 DURANT,None,None,None,
424 STANLEY HALL,None,None,None,
44B GIANNINI HALL,"Giannini Hall, Berkeley, CA 94720, USA",37.8735349,-122.2622986,
BART/SF,"BART, California, USA",37.7111936,-122.1460756,
2702 DANA,"2702 Dana St, Berkeley, CA 94705, USA",37.860887,-122.260291,
BAY AREA,"Berkeley, CA, USA",37.8715926,-122.272747,
3002 SMYTH RD,"3002 Smyth Rd, Berkeley, CA 94720, USA",37.8675491,-122.2470443,
BANCROFT W COLLEGE,"Bancroft Dance Studio, Berkeley, CA 94720, USA",37.8686589,-122.2611965,
COTATI PD,"Berkeley, CA, USA",37.8715926,-122.272747,
HILL PARK,"Park St, Berkeley, CA 94702, USA",37.8555879,-122.2830457,
0 FOOTHILL-9,"9th St, California, USA",37.80182,-122.2757587,
COL/HASTE,"Haste St, Berkeley, CA, USA",37.8657305,-122.260915,
837 60TH,"837 60th St, Oakland, CA 94608, USA",37.844708,-122.272058,
HASTE/PIED,"Piedmont Ave & Haste St, Berkeley, CA 94704, USA",37.8668214,-122.2518383,
OHLONE/GOODING,"Ohlone Ave & Gooding Way, Albany, CA 94706, USA",37.8853738,-122.3018541,
344 EVANS HALL,"Evans Hall, Berkeley, CA 94720, USA",37.8736514,-122.2577944,
3075 ADELINE,"3075 Adeline St, Berkeley, CA 94703, USA",37.852463,-122.269299,
ELLS DWI,"Dwight Way, Berkeley, CA, USA",37.8636593,-122.2698367,
UNIV AND SAC,"Sacramento St, Berkeley, CA, USA",37.8762624,-122.2826849,
0 WARREN HALL,"Earl Warren Hall, Berkeley, CA 94720, USA",37.8744113,-122.2669733,
WARR/PARKER,"Parker St, Berkeley, CA, USA",37.8612751,-122.2738902,
2424 TELEGRAPH AVE,"2424 Telegraph Ave, Berkeley, CA 94704, USA",37.8665005,-122.2588948,
2308 WARRING ST,"2308 Warring St, Berkeley, CA 94704, USA",37.8688689,-122.2512,
BANCROFT STRUCTURE,"Bancroft Parking Structure, Bancroft Way, Berkeley, CA 94720, USA",37.8692416,-122.2559358,
NORTH HEARST FIELD,"Hearst North Field, Eshleman Rd, Berkeley, CA 94720, USA",37.8702735,-122.2569215,
BANC/ FULTON,"Bancroft Way & Fulton St, Berkeley, CA 94704, USA",37.8678341,-122.2658836,
HERCULES BART,"BART, California, USA",37.7111936,-122.1460756,
1501 BLAKE ST,"1501 Blake St, Berkeley, CA 94703, USA",37.8613794,-122.2806851,
S. MEMORIAL STADIUM LOT,"Berkeley, CA, USA",37.8715926,-122.272747,
CHAN WARR,"Channing Way, Berkeley, CA, USA",37.8648835,-122.2745796,
2100 BLK DWIGHT,"2100 Dwight Way, Berkeley, CA 94704, USA",37.8639716,-122.2672702,
SAC BERK WAY,"Berkeley, CA, USA",37.8715926,-122.272747,
LALOMA RIDGE,"Ridge Rd, Berkeley, CA 94709, USA",37.8761959,-122.2591053,
LBNL-58,"University of California Museum of Paleontology, Naval Architects Building, Berkeley, CA 94720, USA",37.8749916,-122.2590523,
UNIT-3 BEAR MARKET,"Berkeley, CA, USA",37.8715926,-122.272747,
LBNL,None,None,None,
BOW/CHAN,None,None,None,
CENTER E SHAT,None,None,None,
EBB,None,None,None,
BOTANICAL GARDEN PARKING LOT,"Parking Lot, Berkeley, CA 94720, USA",37.8742978,-122.2529008,
DWIGHT WAY,"Dwight Way, Berkeley, CA, USA",37.8636593,-122.2698367,
2045 UNIVERSITY AV,"2045 University Ave, Berkeley, CA 94704, USA",37.8722322,-122.2695517,
N/B JACKSON,"Jackson St, San Francisco, CA, USA",37.7966736,-122.4015863,
STERN ACCESS RD,"Berkeley, CA, USA",37.8715926,-122.272747,
DUR/BOW,"Durant Ave & Bowditch St, Berkeley, CA 94704, USA",37.8681063,-122.2567029,
OHLONE/WEST END WAY,"Ohlone Ave & West End Way, Albany, CA 94706, USA",37.8846178,-122.3053324,
TELE S PARKER,"Parker St, Berkeley, CA, USA",37.8612751,-122.2738902,
2717 FORREST,"2717 Forest Ave, Berkeley, CA 94705, USA",37.861652,-122.252677,
2137 BLAKE,"2137 Blake St, Berkeley, CA 94704, USA",37.863546,-122.265619,
AMEOBA,"Berkeley, CA, USA",37.8715926,-122.272747,
LBNL 2,"University of California Museum of Paleontology, Naval Architects Building, Berkeley, CA 94720, USA",37.8749916,-122.2590523,
FISH RANCH/GP,"Berkeley, CA, USA",37.8715926,-122.272747,
PIEDMONT/N BAN,"Greenbank Ave, Piedmont, CA 94611, USA",37.8259494,-122.2444886,
DURANT AV,"Durant Ave, Berkeley, CA 94704, USA",37.8675165,-122.2612739,
DWIGHT/BENEVUE,"Dwight Way & Benvenue Ave, Berkeley, CA 94704, USA",37.8655545,-122.2551619,
2330 DURANT,"2330 Durant Ave, Berkeley, CA 94704, USA",37.8671931,-122.2620791,
415 ALHAMBRA BLVD,"415 S Berkeley Ave, Pasadena, CA 91107, USA",34.138792,-118.1097315,
1045 MARIPOSA,"1045 Mariposa Ave, Berkeley, CA 94707, USA",37.888362,-122.270601,
0 DWINELLE PLAZA,"Dwinelle Plaza, Berkeley, CA 94720, USA",37.8706505,-122.2599829,
5TH HARRISON,"Berkeley, CA, USA",37.8715926,-122.272747,
SP N HARRISON,"Berkeley, CA, USA",37.8715926,-122.272747,
2179 BANCROFT,"2179 Bancroft Way, Berkeley, CA 94704, USA",37.8679744,-122.2664507,
2525 TELEGRAPH AVE,"2525 Telegraph Ave, Berkeley, CA 94704, USA",37.8646048,-122.2582611,
CHANNING AND TELE,"Telegraph Ave & Channing Way, Berkeley, CA 94704, USA",37.866914,-122.2587858,
HASTE E SHATTUCK,"Haste St:Shattuck Av, Berkeley, CA 94704, USA",37.864914,-122.26793,
DERB/BELROSE,"Derby St & Belrose Ave, Berkeley, CA 94705, USA",37.8625598,-122.2459609,
GAYLEY/HEAST,"Hearst Ave & Gayley Rd, Berkeley, CA 94709, USA",37.8755274,-122.2568119,
BAN/ PIED,"Piedmont Ave, Berkeley, CA, USA",37.8640777,-122.2514871,
EUCLID/HILGARD,"Euclid Ave & Hilgard Ave, Berkeley, CA 94709, USA",37.8786325,-122.2608912,
HILLEGASS / PARKER,"Parker St & Hillegass Ave, Berkeley, CA 94704, USA",37.8634376,-122.2563037,
LEVINE FRICKE SOFTBALL FIELD,"Strawberry Softball Field, Berkeley, CA 94704, USA",37.8717179,-122.2474863,
800 BUCHANAN ST.,"800 Buchanan St, Albany, CA 94706, USA",37.8869194,-122.3044335,
WITTER SURGE BLDG,"Berkeley, CA, USA",37.8715926,-122.272747,
2999 GLASSCOCK ST,None,None,None,
4053 VALLEY LSB,None,None,None,
UC POSTAL SERVICE,None,None,None,
1400 CARPENTIER ST,"Berkeley, CA, USA",37.8715926,-122.272747,
COL DER,None,None,None,
TELE S/CHANNING,"Telegraph Ave & Channing Way, Berkeley, CA 94704, USA",37.866914,-122.2587858,
BANCROFT/IFO PFA,None,None,None,
2018 UNIVERSITY,None,None,None,
OCT BR,None,None,None,
MOFFITT LIBRARY CLASSROOM SIDE STRAIRWELL,None,None,None,
DERBY SPORTS LANE,None,None,None,
HEARST E MILVIA,None,None,None,
HAAS BUSINESS SCHOOL COMPUTER LAB,None,None,None,
IFO STRADA,None,None,None,
FREE SPEECH CAFE` MOFFITT,None,None,None,
STADIUM/ RIM WAY,None,None,None,
110 SPROUL HALL,None,None,None,
2450 DURANT,None,None,None,
UNIV SHATT,None,None,None,
HARGROVE MUSIC,None,None,None,
HASTE BOW,None,None,None,
UNIVERSITY / OXFORD,None,None,None,
IFO HAAS BUSINESS SCHOOL,None,None,None,
BANC BOWDITCH,None,None,None,
BANC-STR B,None,None,None,
2628 HILGARD HALL,None,None,None,
2483 HEARST,None,None,None,
SKATES ON THE BAY,None,None,None,
IFO 121 GOODING WAY,None,None,None,
RED OAK AND KINKEAD,None,None,None,
ATHERTON HASTE,None,None,None,
ALLSTON / SHATTUCK,None,None,None,
BEAR MARKET - UNIT 3,None,None,None,
2500 BLK HEARST,None,None,None,
2540 COLLEGE,None,None,None,
IFO 305 WEST END WAY,None,None,None,
42 GIANNINI HALL,None,None,None,
GRIZZLY PEAK BLVD / SIGN POST 15,None,None,None,
UNKNOWN - BERKELEY,None,None,None,
SHATTUCK / CHANNING,None,None,None,
LEROY LECONTE,None,None,None,
LBNL 23,None,None,None,
1049 GILMAN AVE,None,None,None,
KULA GULF/OHLONE,None,None,None,
UPPER HEARST PARKING STRUCTURE,None,None,None,
80 ROSS,None,None,None,
SOUTH CAMPUS,None,None,None,
BELVEDERE,None,None,None,
ELLSWORTH / DWIGHT,None,None,None,
714 MEADOWSWEET DR,None,None,None,
MISSION BAY,None,None,None,
415 - 20 TH (OSF),None,None,None,
905 LATIMER HALL,None,None,None,
17TH ST SAN FRANCISCO,None,None,None,
229 DWINELLE HALL,None,None,None,
2223 FULTON,None,None,None,
